Sections Found,,,,,,,,,,,,,,,,,,,
MBAM-MBA Management,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
C,15405,MBAM,6825,1,24M,2,Leading Organizations,M,06:00 pm-09:00 pm,24,24,0,0,0,0,Millicent Faye Nelson (P),01/17-03/03,BAS S262,Accelerated 1 Part of term and College of Business Course Fee
NR,15383,MBAM,6875,1,24M,3,Supply Chain Operations,S,08:00 am-12:00 pm,24,21,3,0,0,0,Cliff Alan Welborn (P),01/17-03/03,BAS S276,Accelerated 1 Part of term and College of Business Course Fee
NR,16650,MBAM,6875,D01,24M,3,Supply Chain Operations,,TBA,24,10,14,0,0,0,Cliff Alan Welborn (P),01/17-03/03,TBA TBA,Accelerated 1 Part of term and Distance Learning and College of Business Course Fee and Distance Education Fee-GR
C,15384,MBAM,6915,1,24M,3,Integrated Marketing and Management Decision Making,T,06:00 pm-09:00 pm,12,12,0,24,24,0,Ralph Ivan Williams (P),03/20-05/04,BAS S264,Accelerated 2 Part of term and College of Business Course Fee
add to worksheet,17065,MBAM,6915,D01,24M,3,Integrated Marketing and Management Decision Making,,TBA,12,10,2,0,0,0,Millicent Faye Nelson (P),03/20-05/04,TBA TBA,Accelerated 2 Part of term and Distance Learning and College of Business Course Fee and Distance Education Fee-GR
C,16652,MBAM,6925,1,24M,4,Strategic Business Consulting,W,06:00 pm-09:00 pm,20,31,-11,0,0,0,Joshua R Aaron (P),03/20-05/04,BAS S276,Accelerated 2 Part of term and College of Business Course Fee
