Sections Found,,,,,,,,,,,,,,,,,,,
PM-Public Mmgt (TN eCampus),,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
C,11987,PM,4120,R50,14R,3,Organizations Theory and Behavior,,TBA,0,51,-51,0,0,0,RODP Faculty (P),01/17-05/03,TBA TBA,TN eCampus (formerly RODP) and Credit from 4-Year College and Upper-Division Work
