Sections Found,,,,,,,,,,,,,,,,,,,
PORT-Portuguese,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,15182,PORT,1020,1,24M,3,Elementary Portuguese II,TR,11:20 am-12:45 pm,20,6,14,0,0,0,Luciana Da Trindade Prestes (P),01/17-05/04,BAS S336,Credit from 4-Year College and Foreign Language II
