Sections Found,,,,,,,,,,,,,,,,,,,
TRNS-Transportation,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,12408,TRNS,4640,1,24M,3,Topics in Transportation,,TBA,30,14,16,0,0,0,"Gerald L Hill (P), Namratha Nissi Madugula",01/17-05/04,TBA TBA,Aerospace Course Fee and Credit from 4-Year College and Upper-Division Work
