Sections Found,,,,,,,,,,,,,,,,,,,
MBAE-MBA Economics,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
C,15448,MBAE,6865,D01,24M,2,Economic Decisions for Managers,,TBA,25,25,0,0,0,0,Bichaka Fayissa (P),01/17-03/03,TBA TBA,Accelerated 1 Part of term and Distance Learning and College of Business Course Fee and Distance Education Fee-GR
