Sections Found,,,,,,,,,,,,,,,,,,,
MBAB-MBA Business Admin,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,15656,MBAB,6805,1,24M,1,Professional Development Seminar: Intermediate,S,12:15 pm-01:45 pm,25,14,11,0,0,0,Sesan Kim Sokoya (P),01/17-03/03,BAS S278,Accelerated 1 Part of term and College of Business Course Fee
C,15657,MBAB,6805,2,24M,1,Professional Development Seminar: Conclusion,S,12:15 pm-01:45 pm,25,35,-10,0,0,0,Sesan Kim Sokoya (P),03/20-05/04,BAS S130A,Accelerated 2 Part of term and College of Business Course Fee
