Sections Found,,,,,,,,,,,,,,,,,,,
SPCH-Speech (TN eCampus),,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
C,12805,SPCH,1010,R50,65R,3,Fundamentals of Speech Communication,,TBA,0,13,-13,0,0,0,RODP Faculty (P),01/17-05/03,TBA TBA,TN eCampus (formerly RODP) and GE Current: Communication-Comm and Credit from 4-Year College
