Sections Found,,,,,,,,,,,,,,,,,,,
HPSS-Hum Per&Sports Sci(TN eC),,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
C,11948,HPSS,3550,R50,45R,3,Principles of Sports Fitness,,TBA,0,4,-4,0,0,0,RODP Faculty (P),01/17-05/03,TBA TBA,TN eCampus (formerly RODP) and Credit from 4-Year College and Upper-Division Work
