Sections Found,,,,,,,,,,,,,,,,,,,
GERO-Gerontology,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
C,12187,GERO,2600,1,24M,3,Introduction to Gerontology,TR,01:00 pm-02:25 pm,8,8,0,28,27,1,Sandra Connell Jones (P),01/17-05/04,PH 320,Gerontology (Aging Studies) and Credit from 4-Year College
