Sections Found,,,,,,,,,,,,,,,,,,,
WMST-Women's Studies (TN eC),,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
C,12082,WMST,2010,R50,65R,3,Introduction to Women's Studies,,TBA,0,7,-7,0,0,0,RODP Faculty (P),01/17-05/03,TBA TBA,TN eCampus (formerly RODP) and GE Current: Social/Behavioral and Credit from 4-Year College
