Sections Found,,,,,,,,,,,,,,,,,,,
IMIC-Intrdisc Microanaly Img,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,14187,IMIC,5820,1,24M,1,Practical Training in Microanalysis Techniques,,TBA,5,1,4,0,0,0,Ngee S Chong (P),01/17-05/04,TBA TBA,
