Sections Found,,,,,,,,,,,,,,,,,,,
JHS-Jewish & Holocaust Studies,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
C,16397,JHS,3020,1,24M,3,The Holocaust,MWF,11:30 am-12:25 pm,20,21,-1,0,0,0,Aaron Herschel Shapiro (P),01/17-05/04,COE 104,Jewish and Holocaust Studies and Credit from 4-Year College and Upper-Division Work
C,17620,JHS,4970,1,24M,3,Independent Research in Jewish and Holocaust Studies,,TBA,1,1,0,0,0,0,Emily Bruderle Baran (P),01/17-05/04,TBA TBA,Jewish and Holocaust Studies and Credit from 4-Year College and Upper-Division Work
